mssv,namsinh,gioitinh,drl,diem_tt,dtb_toankhoa,dtb_tichluy,sotc_tichluy,diemtbhk_1,diemtbhk_2,diemtbhk_3,diemtbhk_4,diemtbhk_5,diemtbhk_6,diemtbhk_7,diemtbhk_8
9D51F6F2XPvAibaEXe9I+C+SSlZOXU4AuPLIs581,19.0,0,89.0,30.0,8.37,8.37,26.0,8.37,8.37,8.37,8.37,8.37,8.37,8.37,8.37
9D53300DXPvAibaEXe8ydgsBCmjqA2j6bQSrS7Xs,16.0,0,78.74455162558057,28.0,7.64,7.64,155.0,6.27,7.68,8.44,8.2,6.78,7.81,7.56,8.25
9D5A10C5XPvAibaEXe8CGo5TJgW8f6+WLn7relWM,19.0,0,75.19813454155285,30.0,8.8,8.8,8.0,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
9D5A6B3AXPvAibaEXe+Z64Gg7q108DuQ7CLdC5/w,18.0,0,70.58465346534653,22.5,6.85,6.85,153.0,4.99,5.09,5.6,7.58,6.88,7.3,7.92,6.95
9D61C40EXPvAibaEXe+TFgEDwYNnvTf7BJNA2L5v,16.0,0,78.74455162558057,25.5,7.21,7.21,151.0,6.52,6.74,6.5,6.61,7.42,6.93,7.43,7.94
9D665E0DXPvAibaEXe/vJ4lnIq5UF7b8wP93ekXx,19.0,0,93.0,30.0,7.49,7.49,26.0,7.49,7.49,7.49,7.49,7.49,7.49,7.49,7.49
9D6BB422XPvAibaEXe8d+xuL7f/QxI6V6xPMxtSk,21.0,0,78.33960814444872,24.99045671684046,7.23,7.23,131.0,7.18,6.11,6.39,5.69,6.99,9.14,6.97,7.96
9D6D1B86XPvAibaEXe/S4a8qPv8Nb2L3J53OpioJ,19.0,0,62.81791285637439,20.25,4.82,4.82,83.0,6.6,3.28,5.83,1.65,3.27,3.38,3.22,2.79
9D6D8F84XPvAibaEXe+1mtnTuodrBaLPai+l1OTQ,19.0,0,100.0,30.0,8.45,8.45,58.0,8.6,8.43,8.32,8.450000000000001,8.450000000000001,8.450000000000001,8.450000000000001,8.450000000000001
9D6F8246XPvAibaEXe9gJazs/pDnMdGFADeMflZI,21.0,0,78.33960814444872,24.45,6.58,6.58,116.0,6.74,4.32,6.37,7.55,6.28,6.5,6.61,6.42
9D84C8C2XPvAibaEXe88tz7NL7l/grgcMVpEWguV,17.0,0,88.0,26.0,7.16,7.16,139.0,8.12,7.46,6.1,7.51,7.05,7.03,6.88,8.0
9D86B13DXPvAibaEXe8lzySxhHiT0WPIM25OzMa/,19.0,0,62.81791285637439,22.5,4.21,4.21,78.0,4.77,2.02,5.13,3.32,4.34,5.65,4.08,2.56
9D8C6D91XPvAibaEXe/CiPILllTJfwk4E+2u3pfJ,18.0,0,70.58465346534653,25.0,8.3,8.3,153.0,9.37,8.58,8.43,7.6,8.61,7.7,8.44,8.04
9D8F880EXPvAibaEXe8bVXYGG8kdZbRgLyH0k8g7,22.0,0,82.10591293047433,20.05,3.94,3.94,26.0,6.39,3.52,4.7,4.062,4.6,4.062,1.1,4.062
9D914398XPvAibaEXe91GJZByEKtSb3MmWO2PQ9b,19.0,0,78.33960814444872,24.80528877355853,7.88,7.88,138.0,7.02,7.66,7.56,8.8,8.36,8.62,7.36,8.75
9D99C660XPvAibaEXe/m+AXN6aUPq4gqDYhdM/z9,19.0,0,90.0,30.0,8.31,8.31,18.0,8.31,8.31,8.31,8.31,8.31,8.31,8.31,8.31
9D9CBFE8XPvAibaEXe+Qnco6wu+o6EQGa/vdb17G,18.0,1,70.58465346534653,24.25,7.64,7.64,159.0,9.44,7.1,7.12,7.48,6.59,6.34,7.05,8.8
9D9DFDA7XPvAibaEXe+cHzUfz4XujqgLiak8qoJM,19.0,0,100.0,30.0,8.85,8.85,100.0,8.74,8.81,9.38,8.68,8.45,8.812000000000001,8.812000000000001,8.812000000000001
9DB11CB0XPvAibaEXe/SaBce1BFFKqPl0Zk/HaNB,19.0,0,100.0,30.0,8.92,8.92,74.0,9.47,9.11,8.32,8.966666666666667,8.966666666666667,8.966666666666667,8.966666666666667,8.966666666666667
9DB69E62XPvAibaEXe/8P85x4v1gdWVtG3remLj1,19.0,0,58.0,30.0,1.76,1.76,4.0,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
9DBC26F9XPvAibaEXe9yFa4Od3meJ/G83TK37kxk,19.0,0,100.0,30.0,6.88,6.88,105.0,6.51,7.95,5.89,6.79,7.42,6.912000000000001,6.912000000000001,6.912000000000001
9DBC8689XPvAibaEXe+FYkCG3tK4gpeMV9XiNHwN,19.0,0,86.0,30.0,8.01,8.01,30.0,8.01,8.01,8.01,8.01,8.01,8.01,8.01,8.01
9DD5D658XPvAibaEXe8XEEekKT8pbHgScZbfDQSQ,19.0,0,100.0,30.0,8.6,8.6,16.0,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6
9DDFFF12XPvAibaEXe9mCnb3+Zz/PeN3qzJL6pM1,17.0,0,72.0,28.5,8.43,8.43,155.0,8.44,8.1,8.93,8.03,7.89,8.23,8.23,9.16
9DE155A7XPvAibaEXe+P3P+fEFRIWK57346B+oO3,22.0,0,82.10591293047433,21.8,7.85,7.85,124.0,8.39,7.27,7.4,8.27,7.53,8.69,7.96,7.93
9DE3AA6DXPvAibaEXe+NmgQbVGcjJ/cDB85eYXzc,16.0,0,78.74455162558057,23.5,5.43,5.43,113.0,4.7,2.2,5.08,4.87,5.01,3.08,3.89,3.28
9DE68ECCXPvAibaEXe/V63KvIWwakHYgQNbwg3g5,20.0,0,75.65553494124923,27.75,7.37,7.37,143.0,7.87,5.9,7.47,7.45,7.57,6.89,8.19,8.6
9DE71C07XPvAibaEXe9MnecufC0W/npLWrGKnnHm,22.0,0,82.10591293047433,21.2,8.26,8.26,128.0,8.57,7.5,7.91,8.01,8.35,8.91,9.03,8.325714285714286
9DE8AC02XPvAibaEXe/We/j/OFWka/6Y3oRbC5er,19.0,0,90.0,30.0,6.83,6.83,86.0,6.97,6.18,6.41,7.05,7.54,6.83,6.83,6.83
9DECDBECXPvAibaEXe/ji2wENvGp6Ggnly21j9Xo,16.0,0,78.74455162558057,25.0,4.18,4.18,85.0,2.64,3.7,4.05,0.28,3.517142857142857,5.48,5.54,2.93
9DEDDD50XPvAibaEXe89uaQhuJG/N27K6MtQzlcE,19.0,0,89.0,30.0,7.67,7.67,18.0,7.67,7.67,7.67,7.67,7.67,7.67,7.67,7.67
9DF18B69XPvAibaEXe80CLygfiFTYHHljkL4Y9Lt,16.0,0,78.0,26.0,8.59,8.59,140.0,7.11,8.03,8.54,8.51,9.63,8.65,8.85,8.8
9DF83CDFXPvAibaEXe9N6c4SmCoWIGuCgEWEifQA,19.0,0,100.0,30.0,8.3,8.3,30.0,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
9DFEA32FXPvAibaEXe8CSUzma4ok0uk+L6PqhSdN,19.0,0,62.81791285637439,21.75,7.11,7.11,153.0,6.44,5.85,7.14,6.94,6.67,7.63,8.15,7.81
9DFF16A3XPvAibaEXe/UmsX+Yo/cn7vhHMbguOsQ,22.0,0,82.10591293047433,23.15,8.01,8.01,148.0,8.78,7.6,7.66,7.45,8.56,8.45,7.57,8.01
9E07C94FXPvAibaEXe8zjuWfAVBr9dkwL6dLCwH6,18.0,0,62.81791285637439,21.75,7.51,7.51,156.0,6.76,6.67,7.18,6.61,6.09,7.95,7.91,8.34
9E1721A7XPvAibaEXe/ESOA28kZtDod6ZWkzGwru,21.0,0,82.10591293047433,21.95,8.36,8.36,130.0,8.38,9.0,8.6,8.16,8.44,8.6,7.27,8.35
9E28C6DAXPvAibaEXe9tZz1esfYjfHQdv39qmgCj,19.0,0,79.0,30.0,5.93,5.93,16.0,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93
9E2A1065XPvAibaEXe9UNv9EBaMHELs3W36tqKXZ,19.0,0,100.0,30.0,5.19,5.19,47.0,7.1,4.52,4.28,5.3,5.3,5.3,5.3,5.3
9E2E6278XPvAibaEXe/RK0UQl+DMK0DzafdDInAo,19.0,0,83.0,30.0,6.88,6.88,84.0,6.84,6.87,7.29,6.99,6.59,6.9159999999999995,6.9159999999999995,6.9159999999999995
9E302D16XPvAibaEXe8AMmr3Xq9FJ67Yqt1Ub3Mo,18.0,0,70.58465346534653,22.25,6.27,6.27,135.0,7.19,5.02,5.67,5.77,5.52,6.0,3.55,1.71
9E398853XPvAibaEXe+yU1j0ocViqeu3f7/HMvAo,16.0,0,78.74455162558057,25.5,7.62,7.62,148.0,6.66,6.19,6.86,8.35,8.21,8.24,7.62,8.06
9E41D24BXPvAibaEXe9B2tolTZ0JLo3wxD75WqFW,19.0,0,100.0,30.0,7.8,7.8,50.0,7.71,8.57,7.19,7.823333333333334,7.823333333333334,7.823333333333334,7.823333333333334,7.823333333333334
9E441A11XPvAibaEXe+pfrKEojyOywt6EQAwgLC+,20.0,0,75.65553494124923,25.75,7.01,7.01,136.0,7.32,7.35,7.07,6.8,6.49,8.34,6.46,4.1
9E4BAD66XPvAibaEXe9Vh8FJ4R+4oRzlAJQCZHF9,22.0,0,82.10591293047433,24.85,8.67,8.67,127.0,9.58,8.97,8.48,8.85,8.17,8.65,8.15,8.692857142857143
9E555043XPvAibaEXe+9+9TlWqfiTUWXYDWCjUnu,19.0,0,79.0,30.0,7.75,7.75,17.0,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75
9E57A662XPvAibaEXe+XJxqvVKJyDpE7MoGRB2q6,19.0,0,89.0,30.0,7.93,7.93,28.0,7.93,7.93,7.93,7.93,7.93,7.93,7.93,7.93
9E645EC5XPvAibaEXe/M+/uAwVeHhM1FmATJJ6hd,20.0,0,75.65553494124923,21.25,7.91,7.91,139.0,7.07,8.02,7.39,7.64,7.64,8.76,8.33,8.3
9E6D0437XPvAibaEXe8V02Fg5UdXXzEUHnrYRbgl,19.0,0,100.0,30.0,8.58,8.58,72.0,8.98,8.75,7.97,8.566666666666666,8.566666666666666,8.566666666666666,8.566666666666666,8.566666666666666
9E6F8F22XPvAibaEXe8k9oTKKivNYuYysKUkqtUn,19.0,0,100.0,30.0,8.34,8.34,64.0,8.64,8.13,8.29,8.353333333333333,8.353333333333333,8.353333333333333,8.353333333333333,8.353333333333333
9E728941XPvAibaEXe8Xr3ULxehOvujXJA3m0TXa,19.0,0,98.0,30.0,8.12,8.12,22.0,8.12,8.12,8.12,8.12,8.12,8.12,8.12,8.12
9E7720D0XPvAibaEXe8NoNh54Mn6M/Vxi2/pE5KO,18.0,0,70.58465346534653,21.5,6.64,6.64,151.0,7.01,4.56,5.45,4.73,3.52,5.69,6.29,1.8
9E83FE11XPvAibaEXe8aLAPPdCF+ab+0ZnouY9R5,20.0,0,75.65553494124923,25.75,7.59,7.59,131.0,6.05,7.68,7.31,4.88,7.31,7.91,8.01,8.29
9E8D0CE7XPvAibaEXe+/1KYXP+fweLFNn49rOazP,19.0,0,62.81791285637439,19.75,3.98,3.98,34.0,6.55,6.3,1.24,0.0,3.5225,3.5225,3.5225,3.5225
9E97E761XPvAibaEXe91TSm2Uq+S21jM1V8pLNIO,19.0,0,100.0,30.0,7.88,7.88,16.0,8.04,7.2,7.619999999999999,7.619999999999999,7.619999999999999,7.619999999999999,7.619999999999999,7.619999999999999
9E98428FXPvAibaEXe91XNm8j/Yx+/Lpq1aKUYKL,19.0,0,75.19813454155285,30.0,7.92,7.92,70.0,8.69,8.72,7.25,7.69,6.62,7.794,7.794,7.794
9E9A38AEXPvAibaEXe879+AOg1gh8jBg5Ccj9ksF,15.0,0,78.74455162558057,23.5,6.6,6.6,155.0,6.06,5.81,6.37,6.32,6.37,7.28,6.57,6.95
9EA503FEXPvAibaEXe/jTKXgBOsBDYZsgbKpP8wn,19.0,0,75.19813454155285,30.0,7.93,7.93,48.0,7.709999999999999,6.88,8.54,7.709999999999999,7.709999999999999,7.709999999999999,7.709999999999999,7.709999999999999
9EA57950XPvAibaEXe9iOtseai5jcswXwRQbFGu1,16.0,0,70.58465346534653,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9EA5AD13XPvAibaEXe92uUBt7zfwrQgm4FsORSw0,20.0,0,75.65553494124923,23.0,7.43,7.43,143.0,7.21,7.06,6.86,6.93,7.18,8.27,8.72,7.99
9EA7C278XPvAibaEXe/jZh6ZxmAv+v+IqxKNSnuJ,21.0,0,78.33960814444872,25.36761031129475,7.23,7.23,132.0,6.83,6.06,5.76,6.97,7.55,7.75,7.59,7.31
9EA98911XPvAibaEXe/5JaXZuY2MgAMMtswltMT6,19.0,0,95.0,30.0,8.81,8.81,101.0,9.37,8.79,8.73,8.47,8.88,8.848,8.848,8.848
9EAA5F56XPvAibaEXe+SrLE9JUD3pPctORU1ahJ9,18.0,0,70.58465346534653,23.0,7.2,7.2,154.0,8.83,7.48,7.52,7.4,5.93,7.21,6.33,7.97
9EAC23A4XPvAibaEXe/eRksRS1wGePVnzmYSGW8k,19.0,0,62.81791285637439,23.5,7.33,7.33,152.0,5.29,4.22,5.86,6.2,5.56,7.56,7.21,7.93
9EBAB797XPvAibaEXe+QXV6QJP/7hGn+IaH81I6O,19.0,0,90.0,30.0,8.83,8.83,103.0,8.48,8.79,8.96,9.07,8.87,8.834,8.834,8.834
9EBE932BXPvAibaEXe8ZCBSJNuktiDzd68Sjee+R,21.0,1,78.33960814444872,20.0,7.14,7.14,155.0,7.42,5.34,6.55,6.46,6.96,8.26,5.59,7.23
9ECA4294XPvAibaEXe/ETkXgDMKQ8QjcxS09beRk,17.0,0,61.0,28.5,7.31,7.31,156.0,7.54,5.93,7.3,7.07,6.18,7.63,7.58,6.96
9EDEDAA8XPvAibaEXe9iov3KWPg5dSMj8mw4VJNi,18.0,0,70.58465346534653,21.75,6.9,6.9,146.0,6.98,6.42,7.15,6.24,6.63,6.47,7.47,6.92
9EF161A4XPvAibaEXe+gsTDvgY5pDiTxGuafuV/2,16.0,0,78.74455162558057,27.5,7.07,7.07,146.0,6.59,6.34,7.31,7.8,6.97,5.88,7.95,7.4
9EF1A2B5XPvAibaEXe9Zp44TyFcBSH+N78ImGkYj,22.0,0,82.10591293047433,24.5,8.33,8.33,132.0,8.97,8.23,8.29,8.58,8.16,8.09,7.99,8.330000000000002
9EF6334AXPvAibaEXe+wCRIlhV+1X2KzzaFsvdzs,21.0,1,78.33960814444872,24.19557589431467,8.29,8.29,147.0,8.03,8.52,8.51,8.52,7.82,7.98,8.51,8.4
9EFB2679XPvAibaEXe893iM2Le1O8grF7ZE9EPoT,19.0,0,62.81791285637439,22.5,7.91,7.91,148.0,7.54,6.61,6.95,8.03,8.7,8.86,8.72,8.6
9F06CAFFXPvAibaEXe8+xHMLxEu2J0ZC24KyBarj,20.0,0,78.33960814444872,24.15410363545888,7.76,7.76,134.0,5.61,5.41,7.86,8.0,7.94,8.3,8.68,6.92
9F09166AXPvAibaEXe/MfZZZHaQjvxFjd7T2EnXJ,19.0,0,100.0,30.0,6.57,6.57,57.0,6.68,6.71,6.28,6.5566666666666675,6.5566666666666675,6.5566666666666675,6.5566666666666675,6.5566666666666675
9F091A73XPvAibaEXe92Mw4ZEAxz05lYh0FqHUwV,19.0,1,62.81791285637439,24.75,8.0,8.0,153.0,7.53,6.66,8.51,9.04,6.45,8.12,7.8,9.25
9F0D5C43XPvAibaEXe+z0yIauUgqSF6FkmQFJrU3,19.0,0,97.0,30.0,7.25,7.25,99.0,6.74,7.15,7.65,7.33,7.16,0.0,6.005,6.005
9F1A3993XPvAibaEXe+QpLjgklSc+IahmIJ1uW4Z,19.0,0,100.0,30.0,8.52,8.52,71.0,8.49,8.56,8.52,8.523333333333333,8.523333333333333,8.523333333333333,8.523333333333333,8.523333333333333
9F1BC390XPvAibaEXe9Wonradwt/oYcUDSY35mUL,20.0,0,78.33960814444872,19.9,7.66,7.66,94.0,8.83,7.68,7.56,8.68,8.54,7.743333333333333,5.17,7.743333333333333
9F25FC16XPvAibaEXe8EnG4yByfF6syERmEEnqFa,19.0,0,78.0,30.0,6.63,6.63,28.0,6.63,6.63,6.63,6.63,6.63,6.63,6.63,6.63
9F2783A6XPvAibaEXe9e953jV3NnLvl344jITMAf,21.0,0,78.33960814444872,19.3,5.69,5.69,27.0,6.4,4.98,5.69,5.69,5.69,5.69,5.69,5.69
9F2D75ABXPvAibaEXe+HzQxlRR1WqvW0JF6iuyHG,21.0,0,78.33960814444872,30.0,4.81,4.81,54.0,7.72,5.65,7.73,3.74,0.2,5.008000000000001,5.008000000000001,5.008000000000001
9F313ACDXPvAibaEXe+goL24L3xCkw3JEu65p/Sa,19.0,0,100.0,30.0,8.84,8.84,26.0,8.84,8.84,8.84,8.84,8.84,8.84,8.84,8.84
9F377C19XPvAibaEXe8MfmBSa3BXeHID6uwiRqQy,19.0,0,84.0,30.0,5.6,5.6,18.0,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
9F3A2199XPvAibaEXe9p2uXWEeSl6g+qT5CGgkj7,21.0,1,78.33960814444872,30.0,8.41,8.41,131.0,7.85,8.58,8.22,8.17,8.66,8.62,8.77,8.6
9F3A7D23XPvAibaEXe/rp0ev/rDe08hd3RmETd44,17.0,0,86.0,26.0,7.09,7.09,14.0,7.09,7.09,7.09,7.09,7.09,7.09,7.09,7.09
9F3F2973XPvAibaEXe9J+wD+ah8CNFgXvqqcuspy,22.0,0,82.10591293047433,24.7,8.28,8.28,136.0,8.32,8.29,7.7,7.3,8.78,8.08,8.86,8.19
9F4494B1XPvAibaEXe8dabSrXaw70wnPugIj0vVQ,19.0,0,95.0,30.0,7.91,7.91,22.0,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91
9F52B271XPvAibaEXe8YaJ+XvjGNa8xGZtVnN36J,17.0,0,81.0,28.5,7.12,7.12,149.0,6.12,5.75,6.58,7.0,6.72,7.58,7.35,7.59
9F52B45BXPvAibaEXe+TioGOAQy/33ViofLliR79,17.0,0,70.0,28.5,7.47,7.47,152.0,7.35,6.12,6.89,7.05,6.89,7.6,7.66,7.49
9F579AFAXPvAibaEXe+gQgGL+GU/qJGgJpU3XFu2,19.0,0,100.0,30.0,6.39,6.39,56.0,7.99,5.63,5.72,6.446666666666666,6.446666666666666,6.446666666666666,6.446666666666666,6.446666666666666
9F58D5A9XPvAibaEXe9PMC4shTguoycVT3+tYeKp,20.0,0,78.33960814444872,30.0,6.88,6.88,141.0,6.5,7.79,7.19,7.08,5.5,6.7,5.45,6.4
9F59D43EXPvAibaEXe/0W4kDBen43+N1dPRtsleG,21.0,0,78.33960814444872,22.0,7.03,7.03,129.0,6.61,6.74,6.29,6.7,4.41,8.18,8.3,5.69
9F5D3C1EXPvAibaEXe9klODFLmnXjR+rMx90EP+C,19.0,0,91.0,30.0,7.12,7.12,90.0,7.8,6.99,7.24,7.61,5.37,7.002,7.002,7.002
9F6274F0XPvAibaEXe+eLwYwh5IyyoqDpaGb1j9r,22.0,0,82.10591293047433,25.25146604502958,4.8,4.8,60.0,6.62,3.53,5.52,6.33,4.99,1.85,4.8066666666666675,4.8066666666666675
9F6AD189XPvAibaEXe8scZUjY2tXhzFPNmrrUQON,18.0,0,70.58465346534653,24.25,3.65,3.65,44.0,5.7,2.96,4.03,6.07,0.09,3.173333333333334,0.19,3.173333333333334
9F6CF005XPvAibaEXe8kOsFn8JQEzIVnULUuwC+N,19.0,0,100.0,30.0,8.26,8.26,68.0,8.17,8.13,8.51,8.270000000000001,8.270000000000001,8.270000000000001,8.270000000000001,8.270000000000001
9F742D38XPvAibaEXe/i44g6992J0zPB0kzUH/Wd,22.0,0,82.10591293047433,25.19958825823599,6.08,6.08,67.0,7.82,6.39,6.14,4.14,6.1225000000000005,6.1225000000000005,6.1225000000000005,6.1225000000000005
9F7709CCXPvAibaEXe/4brcB/U30Urut2YncSjpv,19.0,0,95.0,30.0,8.61,8.61,102.0,8.54,8.52,8.88,8.62,8.47,8.605999999999998,8.605999999999998,8.605999999999998
9F84E138XPvAibaEXe/WuJYGMdaNyDHDnAMvI0FB,18.0,0,70.58465346534653,22.5,6.48,6.48,142.0,8.08,5.69,5.58,5.68,6.2,4.18,4.78,1.6
9F86E0E9XPvAibaEXe/7VXm0xgXldOk337YvxwNJ,19.0,0,62.81791285637439,24.25,6.39,6.39,138.0,7.09,6.49,7.83,6.68,6.74,5.58,6.54,3.7
9F8E34B3XPvAibaEXe8ndFTCadX+eD6J+gwNGXBA,22.0,0,82.10591293047433,22.65,7.8,7.8,110.0,8.94,9.58,7.45,7.9,7.4,6.71,7.83,7.972857142857142
9F9D897DXPvAibaEXe/Yg42D1b4hlMDcQrchINTr,22.0,0,82.10591293047433,24.1,7.48,7.48,146.0,7.98,6.97,7.53,7.54,6.78,7.99,7.7,7.498571428571429
9FA1AF84XPvAibaEXe9JJ0DEqozv6EHh9Z2rxnaz,19.0,0,62.81791285637439,22.25,6.18,6.18,153.0,4.55,5.03,6.1,5.08,5.75,5.86,4.03,2.82
9FA740E7XPvAibaEXe86hknCN730J5/bHmwrSP49,21.0,0,78.33960814444872,22.6,8.09,8.09,137.0,8.3,7.93,8.61,7.64,8.19,7.69,8.41,8.14
9FA94C10XPvAibaEXe/A4DdQ4aR8pOdhCEfFGfHY,19.0,0,97.0,30.0,8.3,8.3,72.0,9.07,7.97,7.59,8.209999999999999,8.209999999999999,8.209999999999999,8.209999999999999,8.209999999999999
9FB3A190XPvAibaEXe+5v7/2krOwGIawGyn97O3j,19.0,0,87.0,30.0,6.0,6.0,74.0,5.27,5.78,5.09,6.64,6.49,5.854000000000001,5.854000000000001,5.854000000000001
9FB3B498XPvAibaEXe8CNW5gpzV0gaV2WBOUZ3uI,17.0,0,70.58465346534653,22.25,0.67,0.67,0.0,1.16,0.24,0.7,0.7,0.7,0.7,0.7,0.7
9FB9EA2BXPvAibaEXe9rbQR8nwnz2HidQ/FShsAi,21.0,0,78.33960814444872,23.5,8.0,8.0,141.0,8.34,9.09,7.93,7.57,6.46,6.73,8.7,8.4
9FBBFEDAXPvAibaEXe9uaaZ/YedHVDIAvlASfm3N,19.0,0,62.81791285637439,21.0,4.01,4.01,39.0,6.41,4.1,4.61,3.4,2.72,2.1,3.89,3.89
9FBD480BXPvAibaEXe/TkCpSS/6Lh/ximQhGkUL4,19.0,0,90.0,30.0,5.73,5.73,50.0,6.75,6.23,7.45,3.53,4.26,5.644,5.644,5.644
9FBDC99CXPvAibaEXe90TjJq9LqiZvk4gBhJjEjR,20.0,0,75.65553494124923,24.0,6.79,6.79,150.0,5.48,5.2,5.85,6.33,6.71,5.73,6.79,6.7
9FBEECF0XPvAibaEXe9g6r/97VInJsYVp6L0VCl5,20.0,1,75.65553494124923,24.5,8.93,8.93,148.0,9.01,9.35,9.2,8.73,8.4,8.85,9.09,8.7
9FC1906DXPvAibaEXe+EAlU+wSWpDRtIoOunVwkc,22.0,0,82.10591293047433,21.1,6.42,6.42,123.0,6.88,6.03,6.07,6.86,7.64,5.59,5.48,6.364285714285714
9FC490D1XPvAibaEXe/V2dF0qjs8bfJmcAaGrAyd,16.0,0,78.74455162558057,25.0,6.99,6.99,149.0,6.43,7.05,7.35,7.46,6.12,6.41,6.49,7.45
9FC79249XPvAibaEXe/Y5MNhmO/7owSo+9bSoRKo,20.0,0,75.65553494124923,25.25,7.15,7.15,148.0,5.64,7.2,6.99,7.6,5.87,7.21,6.53,8.6
9FCFE807XPvAibaEXe9xEwg6I6b1s09q/xkQaxvj,19.0,0,96.0,30.0,4.79,4.79,25.0,6.73,3.24,1.0,3.6566666666666667,3.6566666666666667,3.6566666666666667,3.6566666666666667,3.6566666666666667
9FDA2448XPvAibaEXe/lOccskaOiO4PC+M4AnVN4,16.0,1,78.74455162558057,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9FDD2C3AXPvAibaEXe+pxEcdKHND3IZrq/sdSjbF,19.0,0,100.0,30.0,8.28,8.28,66.0,8.51,8.13,8.21,8.283333333333333,8.283333333333333,8.283333333333333,8.283333333333333,8.283333333333333
9FF00228XPvAibaEXe/6muSCAeQUC7aenW1OJ6gr,16.0,0,78.74455162558057,26.5,4.16,4.16,16.0,5.03,3.45,4.24,4.24,4.24,4.24,4.24,4.24
9FF20F0EXPvAibaEXe9APrO/ahEJpiN8auovHHch,19.0,0,88.0,30.0,7.43,7.43,60.0,7.68,7.59,7.19,7.486666666666667,7.486666666666667,7.486666666666667,7.486666666666667,7.486666666666667
9FF20F4DXPvAibaEXe8VdV75E6kcriAXt0/pdkQi,11.0,1,79.0,30.0,5.97,5.97,123.0,6.12,5.38,5.84,5.42,5.01,5.92,4.51,6.44
9FFB2D8BXPvAibaEXe/Md8T4y692B36ci9FY1Wsz,19.0,0,86.0,30.0,4.66,4.66,27.0,5.26,4.06,3.94,4.43,4.97,4.531999999999999,4.531999999999999,4.531999999999999
9FFE25CAXPvAibaEXe+PAOVcd+LnOWTHPAb4G+QG,18.0,0,70.58465346534653,21.0,3.36,3.36,26.0,4.21,3.01,4.43,3.53,3.27,2.76,0.0,3.0300000000000002
A0006366XPvAibaEXe9tQlmmuoS3EovtU/PPJkXW,19.0,0,95.0,30.0,7.2,7.2,22.0,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
A0016BD5XPvAibaEXe+TzeJm3OhZigJEQsW0s/YK,19.0,0,80.0,30.0,6.55,6.55,10.0,6.87,5.8,6.335,6.335,6.335,6.335,6.335,6.335
A004B693XPvAibaEXe93UbSm/ewAMgf8e3j+lmmY,21.0,0,78.33960814444872,19.95,0.45,0.45,0.0,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
A0050D12XPvAibaEXe9gkNN06c3nLYeSLxec/wtH,19.0,0,90.0,30.0,7.78,7.78,114.0,7.47,7.03,8.01,8.32,7.96,0.0,6.465,6.465
A00554A2XPvAibaEXe/K7hCdr6apMY+oanwSdmt0,19.0,0,79.0,30.0,6.69,6.69,22.0,6.69,6.69,6.69,6.69,6.69,6.69,6.69,6.69
A0133A13XPvAibaEXe9xdgWKUYIYQyctoH2+2WCV,19.0,0,98.0,30.0,8.59,8.59,26.0,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59
A015FA30XPvAibaEXe/CiPILllTJf1RT4RhocgCk,18.0,0,70.58465346534653,23.75,7.11,7.11,152.0,9.32,6.37,7.64,6.26,5.71,6.95,7.25,5.91
A01841FBXPvAibaEXe+yN8eOgWCz0+YaCOX4BXcJ,19.0,0,86.0,30.0,8.49,8.49,26.0,8.49,8.49,8.49,8.49,8.49,8.49,8.49,8.49
A01BC447XPvAibaEXe8T1DiYsmlfsRWlqdwOwSrT,17.0,0,68.0,25.5,0.86,0.86,4.0,2.62,0.0,0.0,0.8733333333333334,0.8733333333333334,0.8733333333333334,0.8733333333333334,0.8733333333333334
A020D360XPvAibaEXe/M+FHhoETtlS+5xBDastyh,19.0,0,100.0,30.0,6.85,6.85,101.0,6.41,6.59,6.92,7.38,5.95,6.65,6.65,6.65
A02A1D04XPvAibaEXe+4XPPXlKRz0LYwzmMOM+z2,18.0,0,70.58465346534653,22.0,7.49,7.49,141.0,8.09,6.85,7.53,7.14,6.72,7.51,8.05,7.5
A02AA556XPvAibaEXe9V1gtTDRnQF0gPFVjNl7re,17.0,0,73.0,27.0,7.85,7.85,149.0,6.53,5.32,8.27,8.13,8.03,8.65,8.41,8.42
A02B2F8DXPvAibaEXe/31hnRTOuccsMX5RKB8wHD,19.0,0,86.0,30.0,7.82,7.82,95.0,7.57,8.04,7.99,7.9,7.59,7.8180000000000005,7.8180000000000005,7.8180000000000005
A02C92D9XPvAibaEXe/9n4RXguPAYASjIqcBPLH1,17.0,0,75.0,25.5,5.09,5.09,99.0,4.54,4.27,5.92,4.08,4.76,4.08,4.6,3.73
